,GenderSelect,Country,Age,EmploymentStatus,CodeWriter,CurrentJobTitleSelect,MLToolNextYearSelect,MLMethodNextYearSelect,LanguageRecommendationSelect,FormalEducation,MajorSelect,Tenure,FirstTrainingSelect,LearningCategorySelftTaught,LearningCategoryOnlineCourses,LearningCategoryWork,LearningCategoryUniversity,LearningCategoryKaggle,LearningCategoryOther
13371,Female,Canada,23.0,Employed full-time,Yes,Scientist/Researcher,Other,Deep learning,Python,Master's degree,Physics,3 to 5 years,Self-taught,10.0,0.0,60.0,30.0,0.0,0.0
13377,Male,Colombia,44.0,Employed full-time,Yes,Other,TensorFlow,Neural Nets,R,Master's degree,Other,1 to 2 years,"Online courses (coursera, udemy, edx, etc.)",15.0,25.0,50.0,10.0,0.0,0.0
13379,Male,United States,25.0,Employed part-time,Yes,Data Scientist,Amazon Machine Learning,Bayesian Methods,R,Bachelor's degree,Computer Science,3 to 5 years,"Online courses (coursera, udemy, edx, etc.)",30.0,20.0,15.0,15.0,20.0,0.0
13380,Male,United States,21.0,Employed full-time,Yes,Software Developer/Software Engineer,TensorFlow,Deep learning,Python,Bachelor's degree,Computer Science,Less than a year,University courses,5.0,15.0,5.0,75.0,0.0,0.0
13382,Male,United States,33.0,Employed full-time,Yes,Data Scientist,TensorFlow,Neural Nets,Python,Doctoral degree,Physics,More than 10 years,University courses,0.0,0.0,20.0,50.0,30.0,0.0
13383,Male,Australia,30.0,Employed full-time,Yes,Data Analyst,KNIME (free version),"Ensemble Methods (e.g. boosting, bagging)",Python,Bachelor's degree,Mathematics or statistics,3 to 5 years,University courses,20.0,10.0,20.0,50.0,0.0,0.0
13386,Male,United States,32.0,Employed full-time,No,Software Developer/Software Engineer,TensorFlow,Neural Nets,Python,Master's degree,Computer Science,1 to 2 years,"Online courses (coursera, udemy, edx, etc.)",30.0,70.0,0.0,0.0,0.0,0.0
13387,Male,India,22.0,Employed full-time,No,Software Developer/Software Engineer,TensorFlow,Deep learning,Python,Bachelor's degree,Computer Science,Less than a year,"Online courses (coursera, udemy, edx, etc.)",70.0,20.0,0.0,0.0,0.0,10.0
13389,Male,United States,57.0,Employed full-time,Yes,Data Scientist,R,"Ensemble Methods (e.g. boosting, bagging)",R,Master's degree,Mathematics or statistics,6 to 10 years,Work,30.0,30.0,20.0,0.0,20.0,0.0
13390,Male,Australia,74.0,"Independent contractor, freelancer, or self-employed",Yes,Scientist/Researcher,SAS JMP,Genetic & Evolutionary Algorithms,Stata,Doctoral degree,A social science,Less than a year,University courses,50.0,5.0,0.0,40.0,0.0,5.0
13396,Male,Taiwan,22.0,Employed part-time,No,Programmer,Jupyter notebooks,Deep learning,Python,Bachelor's degree,"Information technology, networking, or system administration",1 to 2 years,Self-taught,20.0,60.0,0.0,10.0,10.0,0.0
13398,Male,Singapore,31.0,Employed full-time,No,Engineer,TensorFlow,Deep learning,Python,Doctoral degree,Physics,I don't write code to analyze data,"Online courses (coursera, udemy, edx, etc.)",0.0,80.0,20.0,0.0,0.0,0.0
13399,Male,United States,26.0,Employed full-time,Yes,Data Scientist,DataRobot,Random Forests,Python,Master's degree,Other,3 to 5 years,University courses,60.0,0.0,10.0,20.0,10.0,0.0
13404,Male,United States,25.0,Employed full-time,Yes,Data Scientist,Hadoop/Hive/Pig,Deep learning,Python,Bachelor's degree,Computer Science,6 to 10 years,University courses,10.0,10.0,15.0,60.0,5.0,0.0
13405,Male,Japan,40.0,Employed full-time,Yes,Researcher,Python,Deep learning,Matlab,Doctoral degree,Electrical Engineering,More than 10 years,Self-taught,40.0,0.0,40.0,20.0,0.0,0.0
13413,Male,United States,42.0,Employed full-time,Yes,Software Developer/Software Engineer,TensorFlow,Deep learning,Python,Master's degree,Computer Science,More than 10 years,University courses,40.0,30.0,15.0,10.0,5.0,0.0
13417,Male,Brazil,33.0,Employed full-time,No,Software Developer/Software Engineer,TensorFlow,Neural Nets,Python,Some college/university study without earning a bachelor's degree,Computer Science,1 to 2 years,"Online courses (coursera, udemy, edx, etc.)",0.0,100.0,0.0,0.0,0.0,0.0
13418,Male,Iran,25.0,Employed full-time,Yes,Engineer,C/C++,Neural Nets,C/C++/C#,Bachelor's degree,Computer Science,1 to 2 years,"Online courses (coursera, udemy, edx, etc.)",5.0,90.0,5.0,0.0,0.0,0.0
13419,Male,Australia,33.0,Employed full-time,Yes,Data Analyst,TensorFlow,Deep learning,Python,Doctoral degree,A social science,More than 10 years,Kaggle competitions,10.0,10.0,10.0,0.0,70.0,0.0
13420,Male,France,37.0,Employed full-time,Yes,Machine Learning Engineer,TensorFlow,Deep learning,Python,Master's degree,Computer Science,1 to 2 years,"Online courses (coursera, udemy, edx, etc.)",10.0,30.0,10.0,0.0,50.0,0.0
13423,Male,Singapore,45.0,Employed full-time,No,Computer Scientist,TensorFlow,Deep learning,Python,Master's degree,Computer Science,1 to 2 years,"Online courses (coursera, udemy, edx, etc.)",30.0,50.0,10.0,0.0,10.0,0.0
13425,A different identity,India,28.0,Employed full-time,No,Data Analyst,R,Time Series Analysis,R,Bachelor's degree,"Information technology, networking, or system administration",Less than a year,Self-taught,50.0,50.0,0.0,0.0,0.0,0.0
13427,Male,United States,32.0,Employed full-time,Yes,Scientist/Researcher,TensorFlow,Deep learning,Python,Doctoral degree,Electrical Engineering,3 to 5 years,University courses,20.0,10.0,20.0,10.0,40.0,0.0
13433,Male,Other,36.0,"Independent contractor, freelancer, or self-employed",Yes,Machine Learning Engineer,TensorFlow,Deep learning,Python,Master's degree,Computer Science,1 to 2 years,Self-taught,60.0,10.0,25.0,0.0,5.0,0.0
13435,Male,People 's Republic of China,36.0,Employed full-time,Yes,Software Developer/Software Engineer,Other,Cluster Analysis,Python,I prefer not to answer,Other,Less than a year,Self-taught,80.0,20.0,0.0,0.0,0.0,0.0
13436,Male,United States,28.0,Employed full-time,Yes,Data Scientist,Spark / MLlib,Deep learning,R,Master's degree,A social science,3 to 5 years,"Online courses (coursera, udemy, edx, etc.)",20.0,20.0,20.0,35.0,5.0,0.0
13438,Female,United States,23.0,Employed full-time,Yes,Business Analyst,Jupyter notebooks,Deep learning,Python,Master's degree,Mathematics or statistics,3 to 5 years,University courses,10.0,10.0,0.0,70.0,10.0,0.0
13440,Male,India,33.0,Employed full-time,No,Other,R,Time Series Analysis,R,Master's degree,Other,Less than a year,Other,0.0,0.0,0.0,0.0,0.0,100.0
13441,Male,Germany,32.0,Employed full-time,Yes,Business Analyst,Python,Random Forests,R,Master's degree,Mathematics or statistics,3 to 5 years,University courses,30.0,0.0,5.0,65.0,0.0,0.0
13443,Male,India,22.0,Employed full-time,No,Engineer,R,Monte Carlo Methods,Python,Bachelor's degree,Engineering (non-computer focused),Less than a year,University courses,10.0,20.0,0.0,70.0,0.0,0.0
13444,Female,United States,30.0,Employed full-time,No,Other,Amazon Machine Learning,I don't plan on learning a new ML/DS method,SQL,Master's degree,Mathematics or statistics,1 to 2 years,University courses,30.0,10.0,0.0,60.0,0.0,0.0
13446,Male,Singapore,29.0,Employed full-time,Yes,Scientist/Researcher,TensorFlow,Deep learning,Python,Doctoral degree,Electrical Engineering,3 to 5 years,Self-taught,40.0,10.0,20.0,20.0,10.0,0.0
13454,Male,India,30.0,Employed full-time,Yes,Software Developer/Software Engineer,TensorFlow,Social Network Analysis,Python,Bachelor's degree,Engineering (non-computer focused),6 to 10 years,"Online courses (coursera, udemy, edx, etc.)",50.0,25.0,25.0,0.0,0.0,0.0
13455,Male,Czech Republic,26.0,Employed full-time,Yes,Data Scientist,Julia,Proprietary Algorithms,Python,Master's degree,Other,1 to 2 years,Self-taught,40.0,10.0,30.0,10.0,10.0,0.0
13456,Male,India,34.0,Employed full-time,No,Other,Python,Time Series Analysis,SQL,Master's degree,Other,Less than a year,Other,30.0,10.0,0.0,0.0,10.0,50.0
13457,Male,Other,29.0,Employed full-time,No,Software Developer/Software Engineer,Python,Time Series Analysis,Python,Master's degree,Electrical Engineering,Less than a year,University courses,50.0,10.0,0.0,35.0,5.0,0.0
13471,Male,France,34.0,"Independent contractor, freelancer, or self-employed",Yes,Data Scientist,TensorFlow,Deep learning,R,Master's degree,Mathematics or statistics,3 to 5 years,University courses,20.0,30.0,0.0,30.0,20.0,0.0
13473,Male,Italy,49.0,Employed full-time,No,Software Developer/Software Engineer,TensorFlow,Deep learning,Python,Bachelor's degree,Electrical Engineering,1 to 2 years,"Online courses (coursera, udemy, edx, etc.)",10.0,70.0,0.0,0.0,20.0,0.0
13476,Male,Russia,28.0,Employed part-time,No,Computer Scientist,MATLAB/Octave,Neural Nets,Python,Master's degree,A health science,Less than a year,University courses,0.0,20.0,5.0,50.0,0.0,25.0
13478,Male,United States,39.0,Employed full-time,Yes,Software Developer/Software Engineer,Hadoop/Hive/Pig,Neural Nets,Python,Master's degree,Computer Science,3 to 5 years,University courses,20.0,1.0,44.0,35.0,0.0,0.0
13479,Female,Spain,52.0,"Independent contractor, freelancer, or self-employed",Yes,Data Scientist,Python,Text Mining,Python,Doctoral degree,Computer Science,6 to 10 years,Self-taught,60.0,30.0,10.0,0.0,0.0,0.0
13480,Male,India,30.0,"Independent contractor, freelancer, or self-employed",Yes,Other,TensorFlow,Deep learning,Python,Master's degree,Computer Science,1 to 2 years,Kaggle competitions,50.0,10.0,0.0,0.0,40.0,0.0
13484,Male,Indonesia,29.0,Employed full-time,No,Other,IBM Watson / Waton Analytics,Time Series Analysis,Python,Master's degree,Computer Science,3 to 5 years,"Online courses (coursera, udemy, edx, etc.)",25.0,70.0,0.0,0.0,5.0,0.0
13489,Male,United Kingdom,35.0,Employed full-time,Yes,Machine Learning Engineer,TensorFlow,Deep learning,Python,Doctoral degree,Mathematics or statistics,6 to 10 years,Kaggle competitions,40.0,10.0,0.0,0.0,50.0,0.0
13491,Male,Other,25.0,Employed full-time,Yes,Data Scientist,TensorFlow,Monte Carlo Methods,Python,Bachelor's degree,Computer Science,1 to 2 years,"Online courses (coursera, udemy, edx, etc.)",50.0,40.0,5.0,0.0,5.0,0.0
13493,Male,Other,22.0,"Independent contractor, freelancer, or self-employed",No,Programmer,TensorFlow,Deep learning,Python,Bachelor's degree,Computer Science,Less than a year,"Online courses (coursera, udemy, edx, etc.)",50.0,40.0,0.0,0.0,10.0,0.0
13495,Male,Philippines,35.0,Employed full-time,Yes,Data Miner,R,"Ensemble Methods (e.g. boosting, bagging)",R,Master's degree,Electrical Engineering,1 to 2 years,Work,45.0,20.0,20.0,0.0,15.0,0.0
13496,Female,United Kingdom,47.0,"Independent contractor, freelancer, or self-employed",Yes,Data Analyst,RapidMiner (free version),Uplift Modeling,SQL,Master's degree,Computer Science,More than 10 years,Kaggle competitions,70.0,10.0,0.0,0.0,20.0,0.0
13498,Female,People 's Republic of China,21.0,Employed full-time,Yes,Machine Learning Engineer,Mathematica,"Ensemble Methods (e.g. boosting, bagging)",Python,Master's degree,Computer Science,3 to 5 years,"Online courses (coursera, udemy, edx, etc.)",10.0,20.0,0.0,60.0,10.0,0.0
13499,Female,Spain,27.0,Employed full-time,Yes,Data Scientist,Spark / MLlib,"Ensemble Methods (e.g. boosting, bagging)",Python,Master's degree,Engineering (non-computer focused),Less than a year,Work,10.0,80.0,10.0,0.0,0.0,0.0
13500,Male,Netherlands,38.0,Employed full-time,Yes,Data Analyst,R,Cluster Analysis,Python,Master's degree,Physics,3 to 5 years,Self-taught,25.0,40.0,25.0,0.0,10.0,0.0
13503,Male,Netherlands,37.0,Employed full-time,Yes,Researcher,I don't plan on learning a new tool/technology,Deep learning,Python,Doctoral degree,Other,More than 10 years,University courses,5.0,10.0,10.0,75.0,0.0,0.0
13506,Female,Kenya,25.0,Employed full-time,Yes,DBA/Database Engineer,TensorFlow,Deep learning,Python,Bachelor's degree,Mathematics or statistics,1 to 2 years,"Online courses (coursera, udemy, edx, etc.)",40.0,43.0,7.0,10.0,0.0,0.0
13511,Male,Ukraine,42.0,Employed full-time,Yes,Software Developer/Software Engineer,SQL,Decision Trees,Python,Master's degree,Computer Science,3 to 5 years,Self-taught,30.0,30.0,0.0,0.0,40.0,0.0
13514,Male,Nigeria,34.0,Employed full-time,Yes,Data Scientist,R,Deep learning,R,Bachelor's degree,A social science,3 to 5 years,Self-taught,90.0,0.0,0.0,0.0,5.0,5.0
13515,Male,United States,29.0,Employed full-time,Yes,Data Scientist,Spark / MLlib,Other,Python,Master's degree,Mathematics or statistics,3 to 5 years,University courses,10.0,0.0,50.0,40.0,0.0,0.0
13518,Female,United States,48.0,Employed full-time,No,Other,Amazon Machine Learning,Neural Nets,Python,Master's degree,Computer Science,3 to 5 years,University courses,0.0,5.0,45.0,50.0,0.0,0.0
13519,Female,South Korea,24.0,Employed full-time,Yes,Researcher,TensorFlow,Deep learning,Python,Master's degree,Engineering (non-computer focused),3 to 5 years,University courses,10.0,3.0,5.0,80.0,2.0,0.0
13523,Male,United States,57.0,Employed full-time,No,Engineer,Spark / MLlib,Deep learning,Python,Master's degree,Engineering (non-computer focused),1 to 2 years,Self-taught,90.0,10.0,0.0,0.0,0.0,0.0
13525,Male,Spain,39.0,Employed full-time,Yes,Other,TensorFlow,Other,Python,Master's degree,Computer Science,3 to 5 years,"Online courses (coursera, udemy, edx, etc.)",30.0,25.0,10.0,10.0,25.0,0.0
13531,Male,Denmark,39.0,Employed full-time,Yes,Software Developer/Software Engineer,TensorFlow,Deep learning,Python,Doctoral degree,A humanities discipline,6 to 10 years,University courses,30.0,20.0,20.0,20.0,10.0,0.0
13533,Male,Other,30.0,Employed full-time,Yes,Software Developer/Software Engineer,Microsoft Azure Machine Learning,Other,SQL,Master's degree,Mathematics or statistics,3 to 5 years,University courses,20.0,0.0,0.0,0.0,80.0,0.0
13534,Male,Israel,36.0,Employed full-time,Yes,Machine Learning Engineer,Other,I don't plan on learning a new ML/DS method,Python,Doctoral degree,Engineering (non-computer focused),3 to 5 years,"Online courses (coursera, udemy, edx, etc.)",50.0,30.0,20.0,0.0,0.0,0.0
13536,Male,India,31.0,Employed full-time,Yes,Data Analyst,Python,Deep learning,Python,Bachelor's degree,A humanities discipline,3 to 5 years,Self-taught,50.0,40.0,10.0,0.0,0.0,0.0
13537,Male,Ireland,35.0,Employed full-time,Yes,Data Analyst,Python,Monte Carlo Methods,Python,Doctoral degree,Physics,More than 10 years,Work,10.0,0.0,50.0,30.0,10.0,0.0
13540,"Non-binary, genderqueer, or gender non-conforming",Turkey,42.0,Employed full-time,No,Other,Python,Support Vector Machines (SVM),SQL,Bachelor's degree,Other,I don't write code to analyze data,"Online courses (coursera, udemy, edx, etc.)",0.0,100.0,0.0,0.0,0.0,0.0
13541,Male,United States,57.0,Employed full-time,Yes,Machine Learning Engineer,Hadoop/Hive/Pig,Anomaly Detection,R,Bachelor's degree,Computer Science,More than 10 years,"Online courses (coursera, udemy, edx, etc.)",0.0,90.0,10.0,0.0,0.0,0.0
13547,Male,Italy,33.0,Employed full-time,Yes,Business Analyst,TensorFlow,Deep learning,R,Master's degree,Engineering (non-computer focused),6 to 10 years,"Online courses (coursera, udemy, edx, etc.)",50.0,20.0,10.0,20.0,0.0,0.0
13548,Male,India,46.0,Employed full-time,Yes,Machine Learning Engineer,Spark / MLlib,Deep learning,R,Doctoral degree,Computer Science,6 to 10 years,Self-taught,50.0,0.0,20.0,10.0,0.0,20.0
13549,Male,Egypt,30.0,Employed full-time,Yes,Engineer,TensorFlow,Decision Trees,Python,Bachelor's degree,Electrical Engineering,6 to 10 years,"Online courses (coursera, udemy, edx, etc.)",20.0,70.0,10.0,0.0,0.0,0.0
13554,A different identity,India,28.0,Employed full-time,No,Scientist/Researcher,R,Deep learning,SQL,Master's degree,Computer Science,I don't write code to analyze data,Self-taught,20.0,40.0,0.0,0.0,40.0,0.0
13555,Male,United States,48.0,"Independent contractor, freelancer, or self-employed",No,Other,Python,Bayesian Methods,Python,Doctoral degree,Other,1 to 2 years,"Online courses (coursera, udemy, edx, etc.)",60.0,40.0,0.0,0.0,0.0,0.0
13557,Male,United States,43.0,Employed full-time,Yes,Data Analyst,Python,Anomaly Detection,SQL,Master's degree,Computer Science,3 to 5 years,University courses,5.0,0.0,5.0,80.0,10.0,0.0
13563,Male,Canada,56.0,Employed full-time,Yes,Scientist/Researcher,Julia,Deep learning,Python,Doctoral degree,Computer Science,More than 10 years,Self-taught,0.0,0.0,0.0,100.0,0.0,0.0
13564,Female,Taiwan,50.0,Employed full-time,No,Data Analyst,SAP BusinessObjects Predictive Analytics,Social Network Analysis,Java,Doctoral degree,Management information systems,I don't write code to analyze data,Self-taught,50.0,30.0,0.0,0.0,0.0,20.0
13566,Male,Italy,45.0,"Independent contractor, freelancer, or self-employed",Yes,Software Developer/Software Engineer,Python,Deep learning,Python,Master's degree,Engineering (non-computer focused),More than 10 years,"Online courses (coursera, udemy, edx, etc.)",40.0,40.0,0.0,0.0,20.0,0.0
13568,Male,France,23.0,Employed full-time,No,Programmer,Spark / MLlib,Social Network Analysis,Python,Master's degree,Computer Science,1 to 2 years,University courses,20.0,40.0,0.0,40.0,0.0,0.0
13571,Male,Belgium,33.0,Employed full-time,Yes,Data Scientist,Google Cloud Compute,Deep learning,R,Master's degree,Mathematics or statistics,6 to 10 years,"Online courses (coursera, udemy, edx, etc.)",0.0,80.0,20.0,0.0,0.0,0.0
13576,Male,United States,57.0,Employed full-time,Yes,Researcher,TensorFlow,Deep learning,Python,Doctoral degree,Engineering (non-computer focused),More than 10 years,University courses,40.0,5.0,25.0,30.0,0.0,0.0
13577,Male,India,24.0,Employed full-time,No,Software Developer/Software Engineer,TensorFlow,Deep learning,Python,Bachelor's degree,Computer Science,Less than a year,Kaggle competitions,30.0,0.0,0.0,0.0,70.0,0.0
13581,Female,Canada,31.0,"Independent contractor, freelancer, or self-employed",Yes,Statistician,Python,"Ensemble Methods (e.g. boosting, bagging)",R,Doctoral degree,Mathematics or statistics,6 to 10 years,University courses,10.0,0.0,30.0,60.0,0.0,0.0
13582,Male,India,33.0,Employed full-time,Yes,Machine Learning Engineer,TensorFlow,Deep learning,Python,Bachelor's degree,Computer Science,3 to 5 years,Work,10.0,40.0,30.0,0.0,20.0,0.0
13585,Male,United States,36.0,Employed full-time,Yes,Software Developer/Software Engineer,Microsoft Azure Machine Learning,Deep learning,Python,Bachelor's degree,A humanities discipline,6 to 10 years,"Online courses (coursera, udemy, edx, etc.)",50.0,50.0,0.0,0.0,0.0,0.0
13587,Male,Russia,35.0,Employed full-time,No,Software Developer/Software Engineer,Weka,Time Series Analysis,R,Master's degree,Engineering (non-computer focused),I don't write code to analyze data,Self-taught,100.0,0.0,0.0,0.0,0.0,0.0
13588,Male,France,48.0,Employed full-time,No,Other,R,Decision Trees,R,Master's degree,Management information systems,1 to 2 years,Self-taught,80.0,20.0,0.0,0.0,0.0,0.0
